Ident	Bloc	X	Y	DW.predicted.model1
G1	5	45	91	297.423651
G1	4	32	97	109.8160393
G1	3	29	16	NA
G1	2	15	105	169.2420293
G1	6	44	130	237.6469325
G1	1	18	58	NA
G2	2	13	93	610.2898258
G2	1	4	39	1268.838128
G2	3	35	60	836.9703468
G2	4	35	115	NA
G2	5	45	69	927.9771764
G2	6	49	117	688.0364796
G3	2	5	80	636.9270315
G3	1	22	25	696.2543292
G3	3	27	78	403.8467573
G3	6	45	136	105.0534272
G3	4	37	130	404.296241
G3	5	48	51	656.5023193
G4	6	50	129	242.9515835
G4	4	24	126	85.68302995
G4	2	12	66	846.9865196
G4	1	21	40	324.4788175
G4	5	46	81	499.1537497
G4	3	25	43	629.4086362
G5	3	28	48	NA
G5	1	20	54	485.5829565
G5	5	49	40	773.8468434
G5	6	44	117	413.0544535
G5	4	39	96	NA
G5	2	5	112	655.8411166
G6	2	12	64	217.6809075
G6	3	37	48	291.5851233
G6	6	45	120	NA
G6	1	22	16	122.8776429
G6	5	50	64	NA
G6	4	26	97	391.1386029
G7	2	17	62	353.0136283
G7	4	32	115	NA
G7	1	20	47	321.2363058
G7	6	46	100	209.7442838
G7	5	54	37	291.2556255
G7	3	33	53	257.9075385
G8	2	15	100	238.6585388
G8	5	49	92	153.3185453
G8	4	33	93	311.8931021
G8	6	53	126	NA
G8	3	34	30	139.0837048
G8	1	4	23	NA
G9	5	50	28	NA
G9	4	36	106	NA
G9	6	52	122	NA
G10	5	50	95	95.07450704
G10	1	19	34	163.5161231
G10	6	43	130	NA
G10	2	3	69	NA
G10	4	37	144	NA
G10	3	38	39	NA
G11	4	35	149	129.6979352
G11	3	34	21	131.1392457
G11	5	48	91	NA
G11	2	11	61	NA
G11	1	19	21	NA
G11	6	49	107	NA
G12	4	32	144	88.59698623
G12	1	18	25	NA
G12	5	44	42	282.7241098
G12	6	44	102	153.4476534
G12	3	34	33	480.138867
G12	2	4	83	420.3018093
G13	1	16	7	347.1421693
G13	4	35	86	322.7418619
G13	6	49	133	260.8964196
G13	3	30	39	NA
G13	2	18	78	468.5669273
G13	5	50	48	634.7366875
G14	4	27	147	166.6504739
G14	3	25	81	348.1066893
G14	5	51	89	778.4946029
G14	1	5	26	776.078729
G14	6	41	120	NA
G14	2	17	81	564.3316839
G15	6	51	131	503.2994631
G15	5	52	94	335.3558471
G15	3	26	70	912.1655371
G15	4	33	112	640.8195827
G15	2	17	106	602.1335461
G15	1	4	7	NA
G16	6	54	131	306.8130614
G16	5	53	86	NA
G16	3	23	70	77.1026878
G16	2	11	93	312.0029646
G16	4	36	96	NA
G16	1	3	8	53.01281657
G17	2	18	63	397.4269829
G17	6	47	104	201.7927055
G17	1	10	19	282.5347636
G17	3	26	32	670.6417201
G17	5	49	57	326.080858
G17	4	35	106	NA
G18	1	9	55	354.7206396
G18	6	42	102	239.2265341
G18	5	55	52	137.3554004
G18	2	6	74	326.9345784
G18	3	28	50	290.4841726
G18	4	34	116	NA
G19	2	9	104	265.7817964
G19	3	24	42	NA
G19	5	47	41	NA
G19	6	53	101	NA
G19	4	24	100	NA
G19	1	20	14	120.8193506
G20	4	37	140	NA
G20	1	14	53	NA
G20	6	54	150	NA
G20	2	15	65	NA
G20	3	23	49	165.1897944
G20	5	48	42	281.3925575
G21	2	18	92	431.453311
G21	6	51	125	183.5527147
G21	4	28	102	330.7249376
G21	1	3	32	NA
G21	3	27	20	146.5931194
G21	5	53	54	234.8835813
G22	6	55	114	293.9387545
G22	4	36	132	NA
G22	2	21	101	214.8759518
G22	5	54	82	588.6264647
G22	3	24	64	400.6859374
G22	1	15	48	379.4734091
G23	5	56	58	333.01058
G23	2	20	60	683.9851436
G23	4	30	150	172.2322792
G23	3	33	69	687.6521839
G23	1	6	55	312.2728954
G23	6	56	100	271.8349519
G24	6	55	145	218.2013249
G24	2	8	68	254.5437319
G24	4	23	105	241.0125996
G24	1	12	36	464.496384
G24	3	30	18	NA
G24	5	54	80	NA
G25	1	22	7	298.3097705
G25	3	26	26	380.3626595
G25	6	54	162	358.9972825
G25	5	46	36	405.9441801
G25	2	21	89	393.6967977
G25	4	31	90	473.0633051
G26	3	30	35	NA
G26	5	47	35	NA
G26	4	25	138	NA
G26	1	5	20	125.2381289
G26	2	13	69	NA
G26	6	55	138	NA
G27	2	9	85	333.2526977
G27	4	32	132	261.1878299
G27	6	46	120	378.6974598
G27	3	24	76	404.4358618
G27	5	40	32	421.9349383
G27	1	4	59	460.7954707
G28	6	53	144	NA
G28	5	48	52	NA
G29	4	26	133	NA
G29	2	11	98	478.8517829
G29	6	52	155	703.6498595
G29	5	43	95	293.0979826
G29	1	3	14	332.3569225
G29	3	29	22	228.1290905
G30	3	35	46	340.9340311
G30	1	5	16	402.3592818
G30	6	48	148	443.8371031
G30	2	13	99	479.4528724
G30	5	42	66	390.495439
G30	4	27	92	581.4965568
G31	5	52	43	246.4539265
G31	2	17	67	779.3953264
G31	4	31	107	551.0082238
G31	3	24	20	337.5985122
G31	6	52	132	357.8593873
G31	1	13	9	496.2048367
G32	1	3	27	310.5678903
G32	3	38	18	NA
G32	4	31	116	235.0160415
G32	5	42	69	NA
G32	2	9	91	333.0915587
G32	6	55	151	293.2424506
G33	2	14	108	544.1096333
G33	1	20	5	409.7357668
G33	3	30	71	305.2482862
G33	6	45	160	98.62686044
G33	4	30	108	NA
G33	5	51	91	649.1707927
G34	5	43	40	245.7620194
G34	2	17	108	221.9769987
G34	4	29	142	203.7279451
G34	1	20	59	180.8127623
G34	3	32	33	239.5282326
G34	6	41	151	NA
G35	6	46	150	311.1884743
G35	4	23	148	NA
G35	3	23	38	NA
G35	1	19	26	957.7836271
G35	2	12	108	748.1404269
G35	5	51	60	1142.990584
G36	6	44	111	657.2868239
G36	2	6	109	1173.00878
G36	1	18	31	282.8168483
G36	4	23	131	85.17261458
G36	5	41	63	294.263099
G36	3	25	42	619.5710117
G37	1	6	21	675.8479861
G37	5	52	57	NA
G37	4	26	148	959.1439588
G37	6	40	146	339.6450658
G37	2	4	93	1112.919864
G37	3	27	62	1059.371385
G38	1	4	52	470.6548358
G38	4	24	145	NA
G38	6	44	158	104.4733856
G38	3	31	29	532.3142291
G38	2	11	83	595.9502201
G38	5	42	63	496.4948576
G39	2	4	94	NA
G39	4	27	115	NA
G39	3	35	27	NA
G39	5	45	90	NA
G39	6	40	110	NA
G39	1	19	41	318.4059674
G40	3	34	39	507.1198885
G40	5	45	46	667.5346968
G40	6	50	149	293.8231686
G40	4	37	97	219.0707544
G40	2	5	94	614.8175839
G40	1	10	40	305.8214778
G41	3	35	55	1114.029427
G41	2	10	115	726.6212471
G41	5	44	53	379.749012
G41	1	4	8	642.0872962
G41	4	28	110	469.0390518
G41	6	42	122	571.0523638
G42	4	28	116	NA
G42	5	41	82	122.5871734
G42	1	21	50	NA
G42	6	50	154	NA
G42	2	7	107	221.8537406
G42	3	37	52	253.704697
G43	1	21	18	599.1086843
G43	2	9	102	226.0475611
G43	5	41	94	261.3834748
G43	6	52	141	323.8719798
G43	4	39	84	303.7803048
G43	3	27	29	625.0950957
G44	5	40	91	705.8063297
G44	4	25	85	284.8640138
G44	2	13	76	740.286458
G44	6	40	131	664.2528303
G44	3	24	30	1157.581758
G44	1	20	35	560.0385767
G45	2	3	94	176.111369
G45	6	51	128	NA
G45	4	35	103	286.1681773
G45	3	24	32	319.9511219
G45	5	49	56	NA
G45	1	5	29	228.4084333
G46	3	25	51	563.0994155
G46	4	38	89	472.0063739
G46	1	8	37	380.6140642
G46	6	42	115	160.8195153
G46	2	3	108	367.9912853
G46	5	54	89	532.553831
G47	3	31	52	462.46458
G47	1	18	45	392.1619302
G47	5	46	79	345.4287136
G47	2	10	83	312.8397465
G47	4	38	118	65.75513264
G47	6	48	163	256.9875455
G48	3	27	16	240.760501
G48	5	49	76	200.0304891
G48	2	10	114	99.21900938
G48	4	35	130	NA
G48	1	17	52	NA
G48	6	50	133	NA
G49	3	33	18	NA
G49	6	48	111	NA
G49	1	10	17	251.5240472
G49	4	39	92	178.1165216
G49	5	47	68	NA
G49	2	7	103	306.2910451
G50	3	38	19	177.498189
G50	5	46	47	157.2077812
G50	1	7	6	210.3826184
G50	6	55	117	214.3714266
G50	2	6	84	412.4979917
G50	4	29	84	444.1797317
G51	5	45	63	NA
G51	1	19	12	496.6671037
G51	4	36	101	NA
G51	6	46	138	193.6304105
G51	3	29	69	244.4297079
G51	2	10	64	487.5551358
G52	1	5	39	1266.000389
G52	3	29	44	950.2952389
G52	5	41	73	1216.399423
G52	4	36	109	673.5264483
G52	6	54	142	856.6087205
G52	2	13	82	1127.323046
G53	5	48	54	360.7865739
G53	6	55	132	380.5322681
G53	3	33	58	966.983321
G53	4	35	91	188.1585031
G53	2	5	67	293.4528821
G53	1	9	27	NA
G54	2	5	68	NA
G54	3	24	59	278.0260094
G54	4	35	87	NA
G54	5	42	77	660.9825409
G54	1	4	33	355.8587757
G54	6	56	112	273.6096474
G55	3	26	19	NA
G55	5	50	53	NA
G55	4	35	123	131.3835311
G55	6	50	143	NA
G55	1	4	24	NA
G55	2	20	100	NA
G56	2	15	108	1076.328652
G56	1	4	50	654.2807188
G56	6	51	160	466.1128043
G56	5	52	36	969.4566514
G56	3	24	45	NA
G56	4	33	96	1033.879847
G57	3	39	47	NA
G57	2	19	87	156.5897532
G57	4	39	124	323.3637728
G57	5	53	36	229.4484714
G57	1	21	5	276.1468755
G57	6	49	156	323.7177153
G58	5	44	58	767.5729017
G58	3	23	48	840.4332773
G58	6	42	160	203.5954849
G58	4	34	100	763.388162
G58	1	18	56	427.4596558
G58	2	20	112	604.9520002
G59	1	8	58	596.4012114
G59	4	29	124	322.6181954
G59	6	40	96	710.3346388
G59	5	49	83	220.6499873
G59	2	21	83	662.7570278
G59	3	26	43	899.4351647
G60	3	36	16	1129.50533
G60	2	6	73	843.7005191
G60	6	53	97	855.9932683
G60	5	49	36	1460.981497
G60	4	25	109	1149.583446
G60	1	3	20	616.7513091
G61	3	23	16	789.7449416
G61	6	55	158	614.4787192
G61	5	53	74	418.187778
G61	1	6	36	1592.378308
G61	4	24	96	562.3943374
G61	2	22	81	413.7359883
G62	6	52	135	922.0857766
G62	3	25	24	1445.14161
G62	4	31	110	1157.239479
G62	5	45	74	1232.61135
G62	1	17	36	1365.235578
G62	2	15	63	1797.417743
G63	5	44	76	NA
G63	3	29	54	191.7381039
G63	6	54	108	293.5206703
G63	2	15	80	293.9387545
G63	1	16	40	463.307704
G63	4	35	112	150.3662981
G64	1	9	9	821.3533702
G64	4	24	149	160.722499
G64	2	7	88	885.358316
G64	6	40	159	175.7529302
G64	5	40	83	1017.298369
G64	3	24	62	1136.34501
G65	4	37	122	325.8033772
G65	3	24	19	NA
G65	1	21	29	174.5640865
G65	5	52	38	167.0102651
G65	6	48	145	150.2786329
G65	2	18	83	NA
G66	6	50	159	89.78916414
G66	2	13	95	NA
G66	4	32	95	575.9671144
G66	3	36	79	381.3403347
G66	5	41	77	186.593284
G66	1	18	54	477.6490118
G67	3	32	75	441.7668445
G67	1	3	57	431.806087
G67	6	47	143	225.8221144
G67	5	48	39	472.9110049
G67	2	19	80	892.4117045
G67	4	28	105	NA
G68	2	15	104	NA
G68	3	37	63	407.4683508
G68	6	42	130	157.8074611
G68	1	16	15	304.509971
G68	5	40	62	300.5443598
G68	4	35	139	NA
G69	5	54	95	258.5864361
G69	4	23	100	352.3806699
G69	3	23	81	733.6889143
G69	2	12	63	778.3043183
G69	1	3	7	652.0718649
G69	6	49	154	NA
G70	4	34	93	1588.281377
G70	1	7	12	1413.717001
G70	6	55	142	799.4246786
G70	2	10	65	1413.615568
G70	3	39	16	1241.292671
G70	5	45	55	1690.040809
G71	3	35	48	518.4974728
G71	6	41	127	474.6888089
G71	2	22	64	766.1427195
G71	4	33	149	NA
G71	5	42	54	615.5295344
G71	1	19	15	637.038283
G72	2	13	61	781.3996214
G72	4	29	131	314.1159301
G72	1	18	53	713.0310447
G72	5	54	51	824.9309872
G72	6	43	147	315.2311785
G72	3	37	78	602.1617295
G73	2	14	80	216.7517705
G73	5	43	91	336.2139643
G73	6	56	115	190.3978176
G73	1	5	41	NA
G73	3	38	59	495.4484778
G73	4	25	139	220.3490436
G74	3	32	63	402.9378927
G74	2	21	84	354.0387118
G74	5	42	60	780.4469618
G74	1	9	30	708.4590239
G74	4	24	133	NA
G74	6	50	157	442.2998015
G75	1	10	39	1193.782852
G75	6	54	119	505.1280336
G75	3	32	21	159.2674243
G75	2	20	65	612.0325725
G75	4	33	105	NA
G75	5	47	83	933.7883818
G76	6	47	135	109.1637325
G76	3	25	48	242.0126691
G76	2	4	115	382.6747714
G76	4	28	85	135.7193038
G76	1	6	34	455.1450392
G76	5	51	30	311.7680048
G77	3	30	38	339.1524441
G77	1	4	29	532.254829
G77	4	29	112	220.3230248
G77	2	3	74	256.5758213
G77	6	44	154	NA
G77	5	45	43	603.4596967
G78	2	5	71	299.0529138
G78	5	50	76	316.4810343
G78	1	13	18	286.2043598
G78	3	33	59	235.9036126
G78	6	47	120	NA
G78	4	34	139	NA
G79	3	29	17	276.6472893
G79	2	16	64	NA
G79	5	43	52	262.2122004
G79	6	53	98	301.0731218
G79	1	4	45	211.2293028
G79	4	36	142	NA
G80	1	9	26	NA
G80	5	42	31	NA
G80	2	4	84	NA
G80	6	47	102	244.1149999
G80	4	31	136	NA
G80	3	34	74	NA
G81	4	25	115	NA
G81	3	28	35	816.4567644
G81	5	43	94	391.0351287
G81	1	4	9	509.5552549
G81	6	54	163	NA
G81	2	8	98	573.3906562
G82	1	21	37	759.5013231
G82	5	53	57	NA
G82	3	36	63	799.647057
G82	2	19	111	569.1817596
G82	4	26	93	362.1967353
G82	6	55	134	283.7573572
G83	2	9	89	398.0008059
G83	4	36	128	433.4546385
G83	6	54	102	281.5728202
G83	3	36	41	894.8812086
G83	1	4	51	904.1747287
G83	5	54	79	1529.036347
G84	5	47	45	247.7406838
G84	6	51	138	167.9112143
G84	1	22	12	547.5062272
G84	2	14	105	840.8837411
G84	4	38	145	NA
G84	3	33	56	586.5546937
G85	5	44	41	341.6161814
G85	4	23	146	NA
G85	2	19	95	233.054498
G85	1	6	38	458.2323054
G85	3	25	63	661.2129163
G85	6	53	149	NA
G86	3	37	29	737.7947826
G86	2	15	102	845.2683789
G86	4	25	84	704.1921405
G86	1	19	54	1137.553105
G86	6	53	142	544.6529195
G86	5	45	83	NA
G87	1	20	52	782.2258264
G87	2	12	112	528.3828759
G87	4	27	135	265.7742301
G87	5	40	52	464.3549621
G87	6	41	162	185.4497673
G87	3	32	81	607.1019042
G88	2	11	84	199.9237802
G88	4	24	114	NA
G88	3	28	65	388.5776471
G88	5	53	44	390.831626
G88	1	18	24	NA
G88	6	40	139	NA
G89	3	28	49	506.6166931
G89	1	21	49	501.8164454
G89	2	11	97	NA
G89	4	32	114	198.5481478
G89	6	51	148	307.7662497
G89	5	54	68	581.1591245
G90	2	3	88	328.5276572
G90	5	42	74	462.8949379
G90	1	7	45	434.6760656
G90	4	33	110	281.5633087
G90	6	46	144	NA
G90	3	28	59	498.8001962
G91	5	40	44	363.4148067
G91	6	49	157	340.4724405
G91	1	19	14	674.9234124
G91	4	30	92	909.858561
G91	2	11	112	741.2210767
G91	3	23	25	541.7632833
G92	4	24	95	370.2819177
G92	2	21	91	1315.444144
G92	6	42	139	333.3175377
G92	3	31	67	469.4736433
G92	5	55	43	656.3985346
G92	1	6	5	547.585222
G93	6	42	149	198.2665345
G93	1	20	32	597.1006286
G93	3	33	23	962.8042104
G93	4	31	106	706.4604777
G93	5	41	39	1145.736368
G93	2	13	96	515.0304134
G94	6	48	162	440.8053514
G94	4	32	108	806.704924
G94	1	10	20	831.1970099
G94	2	22	63	1129.504368
G94	3	32	54	609.503769
G94	5	47	91	697.5881934
G95	2	15	94	796.6664818
G95	4	32	84	948.0777303
G95	6	45	162	NA
G95	5	56	61	885.0030466
G95	3	27	63	1013.566694
G95	1	21	15	723.1431044
G96	6	47	116	225.5003497
G96	2	13	68	348.1016789
G96	3	25	76	270.7504061
G96	4	34	107	286.5574837
G96	1	4	25	296.6642444
G96	5	44	44	189.4671901
G97	2	14	72	332.6261016
G97	5	42	45	524.5081634
G97	3	29	20	276.1614169
G97	6	55	161	445.0882902
G97	1	18	52	739.9389405
G97	4	35	132	NA
G98	3	33	50	387.4988458
G98	4	34	133	NA
G98	1	20	39	386.522156
G98	2	6	85	NA
G98	5	44	88	348.1418287
G98	6	56	106	526.7502982
G99	5	51	95	519.9004923
G99	3	28	45	1306.589858
G99	2	8	73	NA
G99	1	15	3	1057.012602
G99	6	48	143	489.7349288
G99	4	27	104	183.694401
G100	6	49	122	275.519666
G100	3	37	77	431.9607202
G100	2	16	97	NA
G100	5	43	51	878.8437954
G100	1	6	13	530.2204276
G100	4	32	148	168.3497122
G101	2	8	95	491.2277208
G101	1	5	35	726.9975043
G101	6	47	155	296.4206768
G101	3	36	52	622.2359779
G101	4	36	103	598.3994339
G101	5	56	29	415.8443121
G102	4	29	89	740.8014144
G102	1	18	27	776.6663995
G102	6	51	142	585.6582039
G102	3	32	25	437.4707522
G102	5	54	73	700.2413363
G102	2	12	75	521.1416169
G103	1	19	31	1670.20469
G103	4	38	95	1647.091674
G103	6	41	115	645.4040376
G103	5	52	73	1907.971937
G103	3	38	60	449.5038528
G103	2	21	76	1350.726773
G104	3	33	37	471.6142651
G104	2	12	67	522.3144226
G104	4	29	117	515.8577881
G104	5	42	83	1284.136063
G104	1	20	56	1325.229486
G104	6	41	150	100.6099216
G105	6	42	133	512.9586423
G105	5	47	58	656.1983053
G105	3	29	74	1753.165832
G105	1	17	43	974.4460001
G105	2	7	67	695.3543208
G105	4	30	142	576.4058994
G106	4	31	126	960.8150746
G106	5	43	39	1740.120572
G106	1	21	35	1377.835777
G106	2	11	110	1630.310829
G106	6	52	138	NA
G106	3	29	60	313.717683
G107	5	53	32	280.5825684
G107	6	44	150	302.2037752
G107	2	13	75	391.6701708
G107	3	37	62	626.1165627
G107	1	7	31	1216.397889
G107	4	35	150	226.770909
G108	5	52	56	681.4173764
G108	2	9	113	978.9894271
G108	6	50	160	330.6106604
G108	3	33	74	879.0955253
G108	4	35	90	NA
G108	1	21	47	1123.757847
G109	4	37	113	263.3423601
G109	5	51	78	1011.678867
G109	2	5	85	841.7465244
G109	3	38	17	416.096042
G109	6	51	117	322.5959229
G109	1	5	18	859.8459746
G110	4	35	111	876.5928035
G110	1	19	42	1161.864026
G110	2	4	107	1020.461909
G110	6	40	126	NA
G110	5	50	49	1196.706829
G110	3	31	33	347.6073381
G111	6	40	119	NA
G111	4	30	111	413.251712
G111	1	4	42	718.1293314
G111	2	11	104	536.4467683
G111	3	35	34	690.1986178
G111	5	41	76	1024.510688
G112	3	37	41	1265.900366
G112	1	20	49	1548.089785
G112	5	54	39	1556.065435
G112	4	29	148	NA
G112	2	18	98	786.2327602
G112	6	49	123	1234.603107
G113	4	30	118	307.0730738
G113	3	35	16	NA
G113	5	54	78	1036.638801
G113	6	44	104	346.3356362
G113	1	5	8	863.675607
G113	2	15	87	1019.431567
G114	6	43	122	415.9748701
G114	5	54	88	530.5872947
G114	2	15	112	NA
G114	1	4	32	1304.357538
G114	3	35	52	152.6409137
G114	4	26	118	571.6398293
G115	3	26	46	764.6633041
G115	6	49	136	473.2342454
G115	1	4	47	458.5558309
G115	5	51	80	465.4221453
G115	4	34	112	266.0203358
G115	2	18	101	330.169216
G116	5	49	90	1467.465195
G116	1	15	41	1868.876019
G116	6	50	117	359.4059965
G116	3	26	76	1872.513829
G116	2	11	94	980.397398
G116	4	38	123	438.0586707
G117	4	35	126	1317.191162
G117	6	51	107	930.1600154
G117	1	9	57	203.2117613
G117	3	33	34	1228.939646
G117	5	50	33	1515.603436
G117	2	5	74	1093.564176
G118	3	35	39	164.4234318
G118	5	51	44	126.4679202
G118	6	43	115	153.0712123
G118	4	38	119	223.321437
G118	1	3	58	481.9124967
G118	2	17	115	776.3890389
G119	3	34	82	1085.634547
G119	6	50	105	350.5792012
G119	1	18	8	303.096437
G119	4	32	145	90.57869659
G119	5	47	67	229.8648186
G119	2	10	94	158.0558149
G120	5	42	80	NA
G120	2	18	61	NA
G120	1	15	42	NA
G120	6	51	109	NA
G120	3	37	49	NA
G120	4	24	103	NA
G120	2	19	72	NA
G120	6	41	97	NA
G120	3	29	33	NA
G120	4	37	121	NA
G120	1	14	17	NA
G120	5	48	64	NA
G121	5	52	41	488.7643514
G121	1	21	51	436.441291
G121	3	23	36	408.7846244
G121	6	53	153	NA
G121	2	6	88	423.9191258
G121	4	24	97	NA
G122	3	34	79	NA
G122	6	55	146	531.8619865
G122	5	56	32	NA
G122	1	11	17	NA
G122	2	4	101	NA
G122	4	36	108	NA
G123	2	11	79	568.5766204
G123	6	47	118	546.6988991
G123	4	33	139	303.2826759
G123	1	5	17	294.0248479
G123	3	28	60	383.0061097
G123	5	50	31	298.4494539
G124	2	21	90	491.6757907
G124	1	6	41	620.7469287
G124	5	52	89	528.3487811
G124	6	44	151	NA
G124	4	34	135	NA
G124	3	24	46	636.2233233
G125	3	34	78	922.6476942
G125	1	20	33	NA
G125	4	30	132	565.4394672
G125	6	52	137	221.6086589
G125	5	42	41	417.191716
G125	2	20	83	645.0330381
G126	1	19	33	716.6460282
G126	3	37	72	782.9318692
G126	6	41	156	NA
G126	2	9	111	689.7268824
G126	4	30	143	NA
G126	5	48	68	559.0950022
G127	1	4	41	564.9095407
G127	2	7	109	695.5928601
G127	6	54	146	NA
G127	5	41	35	810.308579
G127	3	38	64	360.1830323
G127	4	34	142	NA
G128	1	21	23	489.4090699
G128	2	16	100	NA
G128	6	45	145	375.7393833
G128	3	38	24	386.5048313
G128	5	50	50	366.3751521
G128	4	31	102	405.3532976
G129	1	4	48	269.9258947
G129	6	42	123	237.9885181
G129	5	40	69	471.1742129
G129	2	11	88	108.6099546
G129	4	32	146	116.2870547
G129	3	26	34	NA
G130	6	47	138	50.74045237
G130	1	4	4	262.5059034
G130	3	28	26	92.52549529
G130	5	45	57	375.1111307
G130	4	24	93	320.680788
G130	2	3	104	NA
G131	5	43	50	546.816917
G131	1	16	13	862.930045
G131	3	38	65	1087.265036
G131	2	15	93	527.9385901
G131	4	31	101	824.4904605
G131	6	44	113	471.949489
G132	1	19	49	355.5227101
G132	6	49	130	354.4855786
G132	3	32	17	132.0033778
G132	4	30	106	831.3679243
G132	5	54	46	NA
G132	2	21	97	387.8356479
G133	6	55	124	411.7653003
G133	3	30	32	324.0212149
G133	2	11	90	432.4456713
G133	1	15	6	496.9778233
G133	4	34	114	248.4796755
G133	5	54	43	666.9425474
G134	2	8	63	490.1407803
G134	6	52	147	NA
G134	3	24	73	NA
G134	4	32	90	515.2009384
G134	1	20	8	1130.884584
G134	5	46	54	738.5099021
G135	3	30	41	1378.368734
G135	2	5	97	1184.501992
G135	4	31	120	241.3587484
G135	5	40	35	624.2661266
G135	6	44	138	386.5302172
G135	1	19	48	752.1074514
G136	5	45	67	540.1694863
G136	2	8	107	238.1638727
G136	6	48	132	322.408865
G136	3	24	81	678.6351864
G136	1	4	19	293.9693959
G136	4	38	148	NA
G137	4	29	140	NA
G137	6	47	158	454.2500025
G137	5	43	61	403.6716093
G137	2	11	115	NA
G137	1	4	11	559.4039243
G137	3	29	57	397.6026449
G138	3	25	64	1025.481976
G138	6	47	124	546.17807
G138	5	53	30	NA
G138	2	5	110	562.9245944
G138	1	14	51	412.6654724
G138	4	32	87	NA
G139	4	34	148	NA
G139	5	42	64	435.2941127
G139	2	19	81	420.5307121
G139	6	48	97	485.3122836
G139	1	6	29	1078.416316
G139	3	38	68	717.3970886
G140	3	25	21	347.7105893
G140	2	9	92	507.4145706
G140	6	45	157	NA
G140	4	29	85	507.5554188
G140	1	10	18	259.4300088
G140	5	55	33	280.8523371
G141	3	34	76	1273.26969
G141	1	22	22	921.8963886
G141	5	42	29	450.6121919
G141	2	7	110	1517.302182
G141	4	26	138	86.63120789
G141	6	56	119	396.0852637
G142	4	37	100	138.4606262
G142	3	23	72	162.9052349
G142	1	20	45	502.8145713
G142	5	47	65	833.0546051
G142	6	47	97	260.1851006
G142	2	17	80	265.178846
G143	5	43	58	NA
G143	6	56	110	NA
G143	4	29	130	210.8345967
G143	1	4	53	303.7803048
G143	3	25	67	415.8982882
G143	2	17	72	NA
G144	2	4	98	855.6534612
G144	4	36	148	NA
G144	6	51	122	443.5514791
G144	1	7	49	1034.973906
G144	5	50	63	602.64308
G144	3	30	68	NA
G145	5	51	53	659.4109973
G145	1	21	43	473.4031122
G145	3	32	60	NA
G145	4	25	87	351.9526223
G145	6	49	115	NA
G145	2	13	84	280.7830186
G146	6	55	135	334.8241158
G146	1	4	40	531.9899248
G146	5	47	34	543.7367494
G146	2	16	92	NA
G146	3	30	30	451.8503266
G146	4	26	117	105.9687749
G147	1	19	25	NA
G147	4	32	141	NA
G147	2	14	106	444.7775288
G147	5	47	69	553.4815542
G147	3	37	46	440.5168207
G147	6	42	105	260.2353993
G148	2	8	109	772.2334899
G148	5	51	93	1009.062581
G148	1	8	56	704.6371851
G148	3	24	72	231.9458962
G148	6	43	148	324.3907836
G148	4	28	86	631.0972797
G149	5	48	37	463.1051111
G149	2	6	103	194.9599985
G149	1	6	6	211.9965644
G149	3	34	55	NA
G149	6	43	131	254.6134637
G149	4	25	94	NA
G150	4	29	136	NA
G150	3	31	41	NA
G150	6	55	118	569.6345338
G150	5	50	41	686.5400663
G150	2	19	99	376.8492301
G150	1	20	38	487.8931626
G151	3	26	23	964.1096391
G151	2	12	69	598.0987123
G151	5	48	79	411.5576891
G151	1	21	44	1094.681016
G151	6	54	98	680.6930511
G151	4	38	122	NA
G152	2	19	114	NA
G152	4	26	94	375.6987594
G152	3	30	55	546.0818341
G152	5	53	43	NA
G152	1	19	22	400.1423282
G152	6	51	152	268.2705091
G153	4	33	99	NA
G153	5	54	84	NA
G153	6	52	149	195.5206516
G153	2	20	67	481.7767034
G153	3	23	19	143.4238358
G153	1	4	22	258.0713161
G154	6	56	101	473.3018444
G154	4	38	106	526.4137258
G154	3	30	20	232.6750925
G154	1	19	38	936.127345
G154	2	22	90	NA
G154	5	46	33	737.2821361
G155	4	24	92	547.5469311
G155	1	19	44	264.7005846
G155	5	40	42	196.1748606
G155	2	20	88	708.0000303
G155	3	25	69	494.1807829
G155	6	45	113	528.8898574
G156	3	30	70	145.2131109
G156	1	5	21	307.7253005
G156	5	55	74	404.3554982
G156	4	37	93	NA
G156	2	17	98	NA
G156	6	50	101	NA
G157	2	14	79	NA
G157	4	29	98	349.7877844
G157	3	29	48	NA
G157	5	49	41	133.3662252
G157	6	53	115	NA
G157	1	4	26	NA
G158	2	21	70	179.6326144
G158	3	29	65	413.8527199
G158	1	21	9	NA
G158	6	53	132	NA
G158	5	44	36	NA
G158	4	37	101	NA
G159	3	24	28	612.668987
G159	6	45	105	224.8228057
G159	1	6	49	584.3381469
G159	4	31	139	NA
G159	5	42	46	192.8711285
G159	2	9	77	511.0551079
G160	5	46	46	204.0901509
G160	1	21	36	460.8098306
G160	6	44	98	458.1219556
G160	4	29	110	135.143659
G160	3	31	81	354.8653719
G160	2	8	76	204.5163958
G161	6	54	111	177.9826914
G161	1	22	26	477.0561239
G161	2	6	87	NA
G161	4	35	98	423.3095869
G161	5	46	71	539.5228246
G161	3	27	55	449.7578146
G162	2	6	110	NA
G162	5	54	74	961.7748499
G162	6	41	152	45.61864351
G162	4	31	92	808.0345948
G162	3	35	37	NA
G162	1	6	18	NA
G163	5	51	71	NA
G163	3	37	25	117.8539129
G163	6	46	157	NA
G163	1	3	34	NA
G163	4	29	122	NA
G163	2	14	78	459.338106
G164	3	33	57	NA
