Ident	Bloc	X	Y	DW.predicted.model1
G494	2	20	63	NA
G495	1	5	23	536.6131226
G495	3	38	21	394.5381433
G495	4	28	138	NA
G495	2	12	100	610.1477534
G495	6	55	157	474.1291439
G495	5	41	47	426.6663384
G496	2	10	75	309.7493109
G496	1	20	46	707.5759519
G496	3	32	32	395.6307908
G496	6	40	129	NA
G496	4	25	95	737.7939218
G496	5	54	75	323.5049909
G497	6	46	97	NA
G497	3	29	56	830.0393782
G497	2	15	79	794.9395474
G497	5	40	60	851.2060492
G497	4	26	103	673.7640855
G497	1	22	8	780.4063812
G498	5	42	39	NA
G498	3	38	75	846.7400019
G498	6	43	153	270.6157761
G498	2	14	61	906.180945
G498	1	19	59	373.3139561
G498	4	31	115	333.01058
G499	4	31	109	NA
G499	5	43	53	476.1415725
G499	6	55	105	209.0324149
G499	1	4	5	240.483283
G499	3	29	47	NA
G499	2	15	113	251.8346884
G500	2	21	103	170.9041846
G500	3	27	34	786.4551398
G500	4	27	112	NA
G500	6	51	103	NA
G500	5	53	42	NA
G500	1	18	44	300.933012
G501	6	43	163	NA
G501	5	43	82	NA
G501	2	16	60	NA
G501	6	54	106	NA
G501	1	20	58	NA
G501	5	42	34	NA
G501	3	34	31	NA
G501	1	15	32	NA
G501	3	38	50	NA
G501	2	18	115	NA
G501	4	27	128	NA
G501	4	37	85	NA
G502	2	6	90	323.2421522
G502	5	44	28	NA
G502	3	30	49	278.0555051
G502	6	40	150	122.7289461
G502	1	15	34	1167.937327
G502	4	24	84	379.1689703
G503	5	55	92	NA
G503	3	31	61	707.2235284
G503	6	42	98	556.4183404
G503	2	11	116	46.21502887
G503	1	14	27	NA
G503	4	39	90	547.6593909
G504	4	39	99	NA
G504	5	51	72	1499.653571
G504	6	43	143	NA
G504	3	28	53	610.0946746
G504	1	15	46	1036.534486
G504	2	15	96	504.2000034
G505	5	40	45	817.4385494
G505	3	30	44	NA
G505	6	43	141	NA
G505	4	35	137	NA
G505	1	8	27	713.0790315
G505	2	11	80	342.1152686
G506	1	15	22	657.3764546
G506	4	27	108	455.8012571
G506	6	53	163	NA
G506	5	44	38	NA
G506	3	30	25	261.9327385
G506	2	9	105	616.0909456
G507	5	50	92	NA
G507	1	3	5	712.0641101
G507	6	50	162	NA
G507	3	28	64	662.382434
G507	2	11	99	560.9212031
G507	4	35	120	316.0553261
G508	6	49	162	131.032868
G508	2	8	88	713.8689772
G508	3	24	53	378.6483495
G508	5	41	33	NA
G508	1	11	4	1022.885436
G508	4	27	106	238.0576571
G509	5	40	58	173.928186
G509	4	25	116	234.271879
G509	1	13	17	293.0323463
G509	3	34	66	NA
G509	2	5	84	166.6863502
G509	6	45	131	NA
G510	4	25	150	450.6304155
G510	2	19	84	611.1841702
G510	5	52	34	609.8765713
G510	3	27	46	716.5992111
G510	1	10	57	680.0931276
G510	6	55	121	178.5731659
G511	5	48	78	550.9045414
G511	2	18	100	758.9300752
G511	4	37	137	135.2554842
G511	3	24	82	602.8169831
G511	6	43	107	NA
G511	1	18	41	589.0046237
G512	4	38	84	480.8377727
G512	6	46	162	398.4896263
G512	3	24	69	852.7351694
G512	5	40	74	526.5780788
G512	1	22	30	960.0743025
G512	2	3	76	NA
G513	3	30	69	983.9837271
G513	5	40	55	751.199774
G513	2	5	83	410.1129643
G513	1	7	10	704.8440193
G513	6	40	114	160.9336512
G513	4	25	104	NA
G514	1	3	28	64.92336109
G514	4	25	90	244.1564619
G514	5	52	60	NA
G514	2	7	113	557.592598
G514	3	38	83	NA
G514	6	52	100	252.7098672
G515	3	28	68	120.9308713
G515	6	40	143	NA
G515	4	23	111	200.1540756
G515	1	13	37	691.3492566
G515	5	56	34	NA
G515	2	4	78	380.1048762
G516	5	43	47	488.5729015
G516	6	46	155	238.9241222
G516	1	16	38	965.3636127
G516	4	37	148	200.5056034
G516	3	26	33	367.8968099
G516	2	4	66	NA
G517	5	49	35	736.6263152
G517	1	16	3	448.6202108
G517	2	4	104	539.4527289
G517	6	46	113	NA
G517	4	36	97	474.4503333
G517	3	23	74	410.081834
G518	6	42	135	211.1265019
G518	4	31	127	NA
G518	3	33	77	725.9813789
G518	5	52	95	466.4984906
G518	1	19	6	875.9431563
G518	2	10	111	323.6382522
G519	3	23	60	NA
G519	2	9	88	NA
G519	5	48	40	526.5565627
G519	6	50	112	NA
G519	4	27	96	293.055931
G519	1	11	31	727.9535842
G520	3	29	30	988.7660366
G520	2	9	95	710.4723387
G520	5	47	77	1026.39958
G520	4	32	85	731.9043625
G520	6	46	106	629.4717599
G520	1	8	22	825.569796
G521	6	40	160	80.84398179
G521	4	38	120	NA
G521	1	17	6	936.5679501
G521	5	55	34	NA
G521	3	23	21	623.0649499
G521	2	14	115	1099.004542
G522	5	40	92	NA
G522	2	4	82	721.6239655
G522	4	37	146	271.3436204
G522	6	46	107	292.7784693
G522	1	14	50	1271.642434
G522	3	36	19	549.1094951
G523	3	26	75	1087.740106
G523	5	47	36	NA
G523	2	14	102	975.1268223
G523	4	39	88	NA
G523	1	19	8	706.7572089
G523	6	45	151	280.1042042
G524	6	40	123	74.7799254
G524	5	40	40	443.6601333
G524	4	25	127	NA
G525	1	10	35	1171.258285
G525	2	13	77	679.9550001
G525	5	45	45	508.5227667
G525	3	37	23	465.8741236
G525	4	26	115	NA
G525	6	47	126	NA
G526	5	41	67	733.7807148
G526	4	28	144	180.6869503
G526	2	17	99	522.6429219
G526	3	32	57	661.3099342
G526	1	10	24	991.382997
G526	6	49	114	804.6232967
G527	2	11	74	466.1214567
G527	6	51	137	482.8283632
G527	5	42	52	738.6814961
G527	3	35	72	NA
G527	4	32	151	490.6383933
G527	1	16	24	530.0726875
G528	2	12	109	NA
G528	1	12	26	862.4649618
G528	3	29	62	583.6549774
G528	5	54	94	732.6354404
G528	6	45	142	291.5544835
G528	4	33	122	180.3070738
G529	6	40	122	275.0421641
G529	2	5	86	228.6870647
G529	4	37	86	821.9247062
G529	5	52	32	NA
G529	3	26	53	1875.797829
G529	1	22	29	2001.732774
G530	6	51	100	279.2298507
G530	2	7	114	844.1524974
G530	4	27	94	1167.604864
G530	3	33	81	1050.721916
G530	1	3	17	93.39788918
G530	5	54	83	NA
G531	1	11	21	1040.87337
G531	2	4	111	1328.580984
G531	5	53	69	1008.507989
G531	6	46	133	350.4378461
G531	3	35	74	639.6867886
G531	4	28	111	269.6528952
G532	6	42	142	120.4808752
G532	4	35	97	NA
G532	5	44	94	NA
G532	3	26	17	NA
G532	2	8	100	735.4929609
G532	1	17	40	1014.244609
G533	6	47	114	353.59367
G533	2	18	104	476.4089303
G533	5	49	82	974.6449618
G533	4	34	88	927.960445
G533	3	28	23	429.8230258
G533	1	15	12	620.2152393
G534	6	41	103	370.1895702
G534	4	30	146	NA
G534	3	32	18	160.0761462
G534	5	45	86	1011.337365
G534	1	7	46	1240.722597
G534	2	3	116	492.0871706
G535	6	44	137	274.3045618
G535	1	16	39	899.9509655
G535	2	16	79	460.6674711
G535	3	33	36	626.8044428
G535	5	48	90	NA
G535	4	33	86	801.3378101
G536	6	42	119	271.1213878
G536	1	11	44	509.2854857
G536	3	31	59	621.8392108
G536	4	36	92	622.8800244
G536	2	5	61	765.5347186
G536	5	47	53	800.5252444
G537	4	35	145	164.0551992
G537	3	31	44	NA
G537	6	46	148	452.6876261
G537	2	13	73	645.4512278
G537	5	49	88	741.6127798
G537	1	11	39	1207.40478
G538	1	15	24	NA
G538	2	13	89	524.7852437
G538	3	36	64	323.9740949
G538	4	24	98	NA
G538	6	51	116	NA
G538	5	41	93	NA
G539	2	13	60	336.5249741
G539	6	40	140	NA
G539	4	35	117	NA
G539	5	50	43	531.7898476
G539	3	28	40	371.7100376
G539	1	17	41	895.1938961
G540	1	15	14	667.3820892
G540	5	48	59	1012.526149
G540	6	53	113	389.4128381
G540	2	21	68	693.9217284
G540	4	36	144	NA
G540	3	29	72	784.5221325
G541	1	9	22	635.4381687
G541	2	19	61	366.5471741
G541	4	23	128	NA
G541	5	40	79	440.2209129
G541	6	45	111	318.5702399
G541	3	32	44	267.4101647
G542	2	14	107	524.371124
G542	4	23	150	157.9989158
G542	6	53	121	463.1319441
G542	3	37	79	680.412236
G542	1	13	44	684.4097782
G542	5	43	65	732.4365428
G543	1	17	25	1249.647833
G543	6	54	145	NA
G543	3	33	22	NA
G543	2	18	108	567.6235953
G543	5	55	59	894.3604063
G543	4	26	144	329.6872771
G544	6	49	128	554.0352148
G544	4	24	89	787.269177
G544	5	46	50	941.0170442
G544	2	5	92	746.043395
G544	1	16	22	860.2791126
G544	3	25	66	479.8715929
G545	1	18	28	NA
G545	6	53	136	NA
G545	2	16	113	474.0277885
G545	5	43	80	NA
G545	4	23	145	102.6695647
G545	3	28	70	432.3478377
G546	2	13	103	293.3673047
G546	4	24	132	104.861668
G546	5	56	45	534.0618671
G546	6	55	102	559.1904853
G546	3	36	49	289.5199408
G546	1	13	29	NA
G547	4	23	139	323.0052134
G547	6	43	123	NA
G547	1	10	15	665.40226
G547	2	9	79	505.2448903
G547	3	36	82	1289.517115
G547	5	49	49	NA
G548	5	46	66	NA
G548	1	15	11	1121.11352
G548	3	38	37	807.2495635
G548	6	48	127	NA
G548	4	30	85	NA
G548	2	7	105	901.8026497
G549	6	46	125	NA
G549	2	7	92	577.0630982
G549	1	12	33	982.7467367
G549	4	28	97	681.8782348
G549	3	30	77	755.2746772
G549	5	45	56	388.5152248
G550	1	3	43	170.3984531
G550	5	53	33	1058.769646
G550	6	51	139	767.9833619
G550	3	36	42	519.8039694
G550	4	31	87	1865.031313
G550	2	8	81	828.6383039
G551	6	41	125	NA
G551	5	47	57	NA
G551	3	26	58	625.1436992
G551	2	3	102	133.9290465
G551	1	7	26	581.6652059
G551	4	28	149	NA
G552	1	6	32	1072.276743
G552	3	30	82	1014.908597
G552	5	45	76	653.6177799
G552	6	52	112	789.7745204
G552	4	29	123	NA
G552	2	9	109	1451.823531
G553	5	51	38	536.1863084
G553	4	24	121	183.8638269
G553	3	39	21	NA
G553	6	50	103	269.0600491
G553	1	9	43	433.2441062
G553	2	12	99	411.4921985
G554	1	16	25	461.0969495
G554	4	33	104	1208.978325
G554	3	23	41	636.8719287
G554	5	50	37	787.3620656
G554	2	8	102	116.347969
G554	6	42	114	785.1264126
G555	5	42	88	573.2982462
G555	6	56	123	437.1351417
G555	4	37	92	523.9754564
G555	2	11	62	NA
G555	1	5	14	NA
G555	3	31	60	666.9392375
G556	1	17	33	393.1959961
G556	5	43	73	NA
G556	6	49	161	357.5536553
G556	4	25	128	NA
G556	2	15	68	608.6011823
G556	3	34	19	325.4158671
G557	1	20	10	382.1294185
G557	4	33	145	NA
G557	3	37	16	689.8248398
G557	6	54	155	352.3952957
G557	2	17	84	515.7253279
G557	5	48	38	519.6292907
G558	2	21	93	329.1310606
G558	4	32	111	216.7221559
G558	3	34	26	249.3274639
G558	5	40	63	314.9815957
G558	1	11	29	379.2624891
G558	6	52	127	144.8266921
G559	5	47	55	283.4139096
G559	1	21	27	644.9925392
G559	4	23	117	275.264908
G559	2	9	62	216.2803205
G559	6	55	140	480.1606331
G559	3	32	49	618.930876
G560	5	40	71	764.7850895
G560	3	33	75	642.6070598
G560	2	15	98	596.2909469
G560	4	25	121	591.915534
G560	1	21	28	372.6860112
G560	6	44	162	300.8382663
G561	2	14	73	735.4567975
G561	4	34	125	493.9468296
G561	6	53	161	NA
G561	3	28	76	1141.682738
G561	1	17	8	884.7403098
G561	5	55	95	NA
G562	5	41	29	514.4503717
G562	2	3	89	443.6893614
G562	1	15	7	852.4696911
G562	6	49	145	700.8682814
G562	3	30	48	1269.620278
G562	4	27	149	544.7367596
G563	1	17	34	843.0420961
G563	2	20	92	250.4575834
G563	5	49	46	807.5452277
G563	3	23	34	244.1932786
G563	6	41	145	78.8697143
G563	4	35	143	257.5077611
G564	3	35	77	297.8936299
G564	4	23	94	340.2759767
G564	2	18	77	765.8331888
G564	1	17	38	373.2166352
G564	5	55	72	866.2581199
G564	6	44	146	670.0018519
G565	2	4	60	780.7870364
G565	5	54	48	1188.141604
G565	6	54	140	281.3363893
G565	3	34	70	336.0268886
G565	1	17	28	1550.468924
G565	4	27	101	803.8491213
G566	6	48	161	NA
G566	3	33	62	NA
G566	2	17	90	NA
G566	5	47	95	NA
G566	4	27	87	NA
G566	1	20	18	373.2059827
G567	3	26	57	428.8663169
G567	1	21	8	769.9495045
G567	5	45	60	787.483968
G567	4	28	128	226.2948941
G567	6	49	127	469.039973
G567	2	18	97	462.684074
G568	6	45	148	NA
G568	4	24	134	NA
G568	2	21	71	680.8043217
G568	5	56	40	753.4617277
G568	3	27	75	838.084803
G568	1	16	23	704.5822009
G569	3	34	44	361.2975646
G569	4	29	105	473.3511613
G569	5	43	45	250.701276
G569	6	50	161	NA
G569	1	15	59	256.7653324
G569	2	12	84	403.6903664
G570	4	24	91	455.5187607
G570	3	30	57	743.949021
G570	2	15	74	403.1954149
G570	1	14	33	1032.961329
G570	5	51	34	909.5823247
G570	6	41	111	327.9326863
G571	4	25	146	NA
G571	6	42	141	138.9969593
G571	5	42	51	NA
G571	2	7	75	365.1466492
G571	3	24	21	639.2546057
G571	1	3	36	368.7751549
G572	4	38	134	274.9528981
G572	6	47	111	288.8052854
G572	1	15	23	538.1828229
G572	2	10	73	526.7680549
G572	3	37	24	370.3408449
G572	5	47	75	402.9597388
G573	2	16	114	481.0233519
G573	6	46	149	737.7819364
G573	1	13	45	677.2606804
G573	5	53	70	448.1753513
G573	3	37	30	426.7228318
G573	4	31	96	915.8323322
G574	1	14	52	490.288378
G574	6	53	123	185.4497673
G574	3	38	44	214.6806739
G574	2	4	95	394.8010027
G574	5	52	29	535.9005582
G574	4	28	103	416.0044684
G575	3	23	82	NA
G575	1	11	35	279.8243279
G575	6	48	107	137.1531698
G575	4	34	150	NA
G575	5	45	33	348.9326332
G575	2	9	78	NA
G576	3	34	37	341.7825357
G576	1	17	47	NA
G576	4	24	102	207.402984
G576	2	19	94	347.1229814
G576	5	41	90	347.152477
G576	6	53	155	317.1680747
G577	2	12	93	177.8603948
G577	3	38	34	259.310558
G577	1	15	57	173.5306967
G577	5	43	46	233.9622184
G577	6	55	120	NA
G577	4	36	124	NA
G578	2	22	84	NA
G578	1	17	51	760.5777261
G578	4	32	106	548.425646
G578	6	55	101	670.7644682
G578	3	33	48	711.9683224
G578	5	40	41	410.1915296
G579	5	55	57	271.9629173
G579	4	37	123	NA
G579	6	55	159	348.1043806
G579	3	26	28	414.7481683
G579	1	17	59	799.1218116
G579	2	7	74	312.5760714
G580	4	30	149	NA
G580	3	37	70	NA
G580	2	11	87	NA
G580	1	13	41	NA
G580	5	54	91	249.9075888
G580	6	53	138	NA
G581	5	50	77	NA
G581	1	17	54	511.6439433
G581	4	23	88	466.3556155
G581	2	21	74	579.3041267
G581	3	38	49	387.7142312
G581	6	51	113	829.6264485
G582	3	32	66	192.5207254
G582	4	26	112	NA
G582	1	14	31	428.9174732
G582	5	44	54	NA
G582	2	16	66	557.3120644
G582	6	40	138	NA
G583	2	20	68	412.1850654
G583	3	25	74	410.6662725
G583	1	17	18	352.7244249
G583	4	33	92	648.6328253
G583	6	41	158	NA
G583	5	55	28	400.5987034
G584	2	6	76	NA
G584	6	40	133	NA
G584	5	53	49	NA
G584	1	15	38	NA
G584	4	27	133	NA
G584	3	29	31	NA
G585	4	25	99	487.1599571
G585	6	46	112	386.5886734
G585	2	19	85	563.8033881
G585	3	29	40	278.0462981
G585	1	15	17	591.8796959
G585	5	56	46	436.6272802
G586	3	35	45	684.941157
G586	5	40	84	552.4878252
G586	4	36	149	NA
G586	1	5	57	1511.528619
G586	6	43	140	NA
G586	2	14	65	894.3624916
G587	5	53	59	579.429777
G587	4	28	142	154.5199465
G587	6	46	152	NA
G587	2	20	73	527.7427003
G587	3	37	42	414.1716229
G587	1	19	56	151.6707901
G588	5	47	52	152.3876502
G588	1	15	28	680.4973835
G588	2	7	112	400.3215876
G588	4	36	95	377.8525522
G588	6	55	129	537.8807581
G588	3	33	47	316.4884593
G589	2	9	82	394.0598209
G589	3	33	63	440.7103393
G589	6	52	109	319.2186359
G589	1	10	4	891.2306322
G589	5	44	46	423.3861688
G589	4	26	111	186.3638876
G590	3	28	66	617.2076842
G590	6	53	133	390.6007378
G590	4	37	104	502.9726013
G590	2	17	95	909.5527702
G590	1	11	46	1098.962546
G590	5	43	92	648.8151128
G591	6	55	144	204.441453
G591	3	32	26	538.6754657
G591	1	22	3	635.4726925
G591	2	5	113	828.9353189
G591	4	31	128	NA
G591	5	48	36	662.010164
G592	3	24	71	NA
G592	6	45	154	NA
G592	1	12	31	319.0861756
G592	4	39	95	119.8018378
G592	5	42	55	NA
G592	2	22	65	409.2936508
G593	5	45	47	824.9691966
G593	3	38	22	716.4307293
G593	2	18	81	640.3315023
G593	4	33	126	245.7685235
G593	1	9	44	NA
G593	6	48	159	324.0212149
G594	6	49	129	220.834916
G594	1	8	57	260.6891966
G594	4	31	145	208.6434135
G594	2	14	66	644.1463066
G594	3	28	18	537.8256744
G594	5	50	70	590.0054333
G595	6	44	152	290.2148119
G595	1	11	30	656.2277834
G595	5	40	64	502.3557637
G595	2	5	76	297.7436372
G595	3	27	72	853.3666925
G595	4	34	102	518.6854057
G596	5	44	85	697.4905457
G596	4	34	98	385.1046751
G596	3	33	26	330.1648192
G596	2	16	95	406.3969757
G596	1	15	49	683.6141441
G596	6	42	125	469.4792082
G597	3	37	74	347.9842502
G597	5	45	73	225.9720446
G597	2	10	104	151.6193086
G597	4	30	128	268.952233
G597	1	13	39	NA
G597	6	41	116	115.7016341
G598	4	35	104	NA
G598	2	4	112	848.3096437
G598	6	48	149	NA
G598	1	3	31	933.6294688
G598	3	35	59	517.8684622
G598	5	44	52	736.224548
G599	3	23	27	268.278753
G599	1	14	8	400.4562797
G599	6	53	156	172.0819624
G599	2	18	113	249.0419231
G599	5	41	58	180.0643008
G599	4	31	84	430.7655361
G600	3	35	25	556.0358633
G600	6	40	149	NA
G600	2	18	106	NA
G600	4	33	114	503.5585348
G600	5	46	40	448.4906776
G600	1	14	29	563.2101559
G601	3	28	34	278.7714854
G601	5	43	41	328.0456139
G601	2	4	96	262.6704387
G601	6	50	155	NA
G601	4	37	110	NA
G601	1	8	25	188.5089062
G602	4	29	87	394.2358324
G602	2	13	100	238.9824537
G602	3	23	30	532.975312
G602	6	42	152	NA
G602	1	3	25	NA
G602	5	52	62	188.4780211
G603	2	7	94	1039.600723
G603	4	38	100	444.9378281
G603	5	54	50	523.3420457
G603	1	16	6	792.9137984
G603	3	25	47	930.1103732
G603	6	40	156	96.64410381
G604	3	29	64	NA
G604	1	9	54	NA
G604	2	12	96	120.5052399
G604	6	55	149	NA
G604	4	39	106	NA
G604	5	52	30	NA
G605	4	38	112	NA
G605	2	4	62	NA
G605	3	25	37	552.2089948
G605	6	55	116	267.9246099
G605	1	12	55	396.4832659
G605	5	45	59	438.9005303
G606	3	28	81	NA
G606	4	36	85	302.8117594
G606	1	15	36	499.325997
G606	2	16	94	NA
G606	6	52	153	NA
G606	5	41	87	387.4832049
G607	2	7	73	NA
G607	4	27	141	NA
G607	1	17	9	NA
G607	3	35	58	NA
G607	5	53	73	NA
G607	6	56	107	NA
G608	2	3	86	566.2953554
G608	3	35	29	1017.329236
G608	4	28	131	96.9426954
G608	1	5	33	971.8261171
G608	6	47	112	516.1004599
G608	5	40	76	552.0180094
G609	6	42	111	336.8705879
G609	1	8	35	349.153988
G609	4	35	114	NA
G609	5	51	76	NA
G609	2	6	75	166.1412234
G609	3	39	29	444.1487443
G610	4	33	109	567.0170833
G610	1	12	13	NA
G610	3	35	83	NA
G610	2	3	72	400.5648093
G610	6	50	128	434.3851442
G610	5	50	35	651.3338311
G611	3	27	58	609.1371663
G611	5	51	55	664.3265664
G611	6	49	102	568.3746525
G611	4	32	92	550.5850233
G611	1	13	6	420.6304849
G611	2	16	115	516.4422266
G612	5	52	86	NA
G612	1	8	43	998.8030061
G612	3	30	26	411.141693
G612	6	50	114	393.164621
G612	2	8	110	571.0597876
G612	4	30	124	381.6033593
G613	3	36	60	1547.727579
G613	5	49	69	1516.908234
G613	2	6	111	561.6801355
G613	4	35	131	387.0327764
G613	6	43	142	NA
G613	1	8	54	988.8131213
G614	1	22	36	NA
G614	6	52	156	311.9217808
G614	2	22	91	303.2627913
G614	3	39	45	211.2874951
G614	5	53	38	427.5686368
G614	4	39	116	NA
G615	1	10	30	1537.138998
G615	2	13	62	887.8784456
G615	4	30	138	500.6424716
G615	5	55	58	551.39528
G615	6	49	140	312.4343847
G615	3	29	49	833.2253562
G616	1	16	33	728.7455248
G616	4	27	91	1446.770791
G616	6	49	110	848.1430215
G616	3	25	35	1658.084083
G616	5	40	95	282.7865767
G616	2	15	62	1437.242149
G617	2	9	110	NA
G617	3	36	30	1003.852612
G617	5	55	89	141.1521416
G617	1	12	58	1130.513584
G617	4	34	97	1569.292638
G617	6	50	163	NA
G618	4	23	84	1645.612442
G618	6	41	141	221.082249
G618	1	12	42	677.9525058
G618	2	17	63	272.5534897
G618	3	28	17	829.5066485
G618	5	47	76	866.9631789
G619	2	11	100	1355.211699
G619	1	12	53	1620.847989
G619	3	28	19	797.5960277
G619	5	50	72	1420.792624
G619	4	26	106	132.6472789
G619	6	52	134	166.515599
G620	3	37	61	1109.948432
G620	6	55	104	NA
G620	2	11	68	447.6264818
G620	5	51	43	623.8879278
G620	1	17	16	1070.414771
G620	4	35	146	551.0925563
G621	5	55	31	2137.139637
G621	2	6	112	1381.622823
G621	4	35	93	1365.262556
G621	1	16	30	2370.869541
G621	3	38	25	1358.59778
G621	6	43	100	1041.858546
G622	5	50	94	512.3914031
G622	4	28	130	636.8051243
G622	1	12	50	NA
G622	6	48	151	1359.74823
G622	3	26	63	422.1199052
G622	2	5	91	1743.629276
G623	1	19	20	1553.248207
G623	6	41	118	NA
G623	5	49	64	1958.220097
G623	3	37	36	1624.370928
G623	4	32	150	739.7693944
G623	2	21	82	815.9076464
G624	1	18	22	577.4084249
G624	4	25	144	313.0346784
G624	3	28	55	951.5369157
G624	5	49	50	NA
G624	2	3	105	NA
G624	6	45	158	588.9104544
G625	5	49	80	2037.493112
G625	1	15	45	2102.497411
G625	3	31	82	1943.57157
G625	6	50	134	1165.90673
G625	2	5	101	657.1611508
G625	4	31	122	781.3701241
G626	1	15	4	1316.600524
G626	5	53	67	753.4700728
G626	2	16	103	1003.616652
G626	6	48	153	283.744165
G626	3	31	42	925.934696
G626	4	31	98	1526.861361
G627	5	54	71	NA
G627	6	56	105	NA
G627	3	38	78	NA
G627	4	39	117	NA
G628	1	12	4	NA
G628	3	28	67	397.4111902
G628	2	9	67	578.7975969
G628	4	38	91	1736.794544
G628	5	42	30	1553.815058
G628	6	49	103	1789.01781
G629	3	24	63	1006.245883
G629	1	14	45	1784.871442
G629	6	41	163	390.4646981
G629	4	27	139	198.9388448
G629	2	10	102	830.2957323
G629	5	44	70	1033.677861
G630	4	37	91	680.4474964
G630	3	29	59	710.271353
G630	6	43	106	635.980552
G630	2	16	99	415.1226641
G630	1	19	13	898.7316022
G630	5	50	78	1093.341038
G631	1	13	59	1919.225572
G631	6	47	98	1289.725762
G631	5	46	39	1867.38701
G631	2	9	72	1498.166456
G631	3	25	78	1648.085403
G631	4	25	96	1879.894916
G632	2	6	98	1175.087114
G632	3	26	48	209.054787
G632	4	30	134	940.8708109
G632	5	42	85	NA
G632	6	50	120	1023.097173
G632	1	6	52	NA
G633	6	50	96	1129.371908
G633	3	38	58	1862.778068
G633	2	12	115	1628.281172
G633	5	45	75	1733.327484
G633	4	26	109	476.4848759
G633	1	3	26	1093.569369
G634	6	42	143	606.7404177
G634	1	12	25	1254.480092
G634	5	47	94	1106.923676
G634	3	39	17	1360.536576
G634	4	32	103	1403.115574
G634	2	20	79	1608.201788
G635	3	32	40	1032.700474
G635	5	46	62	1333.526064
G635	4	38	104	656.5023193
G635	1	17	31	662.0202281
G635	2	4	65	373.3089457
G635	6	44	101	773.6086305
G636	1	13	33	1824.615314
G636	6	48	110	854.2618554
G636	4	37	109	854.0104109
G636	5	43	72	805.9973492
G636	2	12	86	1430.510202
G636	3	37	80	1568.397475
G637	3	37	57	764.8243996
G637	1	11	28	NA
G637	6	46	127	386.3089619
G637	2	14	82	641.2214466
G637	5	43	87	1517.025826
G637	4	23	125	189.9105558
G638	1	7	25	943.0647774
G638	3	26	20	355.5015802
G638	4	27	109	911.88431
G638	2	21	62	884.829552
G638	5	50	60	188.2710445
G638	6	46	161	305.7317054
G639	5	52	64	1514.811018
G639	4	39	100	616.5893759
G639	6	44	133	497.569383
G639	1	14	44	1822.060391
G639	3	25	33	687.499863
G639	2	19	64	1380.458342
G640	5	52	79	1319.21867
G640	1	8	12	2106.540115
G640	4	36	130	NA
G640	3	27	51	1294.787865
G640	6	54	157	799.6358292
G640	2	4	70	1017.984507
G641	1	14	54	1298.366506
G641	3	30	80	1708.802549
G641	2	3	87	587.0177171
G641	6	43	119	1185.473118
G641	5	50	30	864.3189341
G641	4	30	119	888.5839533
G642	1	7	39	2398.918258
G642	6	49	126	1090.058826
G642	3	24	54	2158.366692
G642	5	40	39	809.5830665
G642	2	15	99	1127.661196
G642	4	24	87	1254.813907
G643	4	32	105	1638.23999
G643	3	39	36	1365.733234
G643	6	46	114	779.706581
G643	2	22	88	1422.945028
G643	1	8	18	1884.146605
G643	5	56	42	1201.473184
G644	5	45	34	1611.21319
G644	2	22	73	945.7000653
G644	1	5	12	882.8340746
G644	6	43	120	NA
G644	3	38	43	NA
G644	4	23	142	655.8008191
G645	1	18	43	1241.328734
G645	4	36	122	817.2075572
G645	3	39	28	1359.791757
G645	5	48	80	364.3258184
G645	2	15	88	1963.575864
G645	6	43	145	862.9273056
G646	6	42	117	562.3867886
G646	5	45	87	1428.559578
G646	1	7	14	549.666708
G646	3	28	73	1138.084523
G646	4	32	123	760.7965245
G646	2	9	65	947.2322315
G647	6	49	146	851.9991054
G647	4	36	129	953.706133
G647	2	16	83	1069.96809
G647	3	29	80	1731.50556
G647	1	20	22	1076.22861
G647	5	52	55	1287.468759
G648	5	51	67	2099.046819
G648	2	10	101	1348.281977
G648	1	19	50	1607.685116
G648	4	27	122	NA
G648	6	52	118	717.239366
G648	3	33	17	907.4896499
G649	4	37	151	374.3248481
G649	3	39	41	692.7912179
G649	5	48	82	1066.278633
G649	1	9	4	1747.259336
G649	2	21	80	1421.92573
G649	6	40	141	NA
G650	2	5	114	1605.853416
G650	6	49	121	1029.276103
G650	3	37	39	1036.4199
G650	5	49	77	NA
G650	4	28	113	398.2365814
G650	1	20	11	1696.030619
G651	6	46	128	1010.425265
G651	2	13	106	1302.573662
G651	1	13	7	1654.745661
G651	3	35	51	1621.646238
G651	4	28	141	NA
G651	5	53	76	551.6409755
